type,key,pattern,result,ingredients
minecraft:crafting_shapeless,,,{'item': 'minecraft:mossy_stone_bricks'},"[{'item': 'minecraft:stone_bricks'}, {'item': 'minecraft:moss_block'}]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:mossy_stone_bricks'},"[{'item': 'minecraft:stone_bricks'}, {'item': 'minecraft:vine'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:mossy_stone_bricks'}},['###'],"{'count': 6, 'item': 'minecraft:mossy_stone_brick_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:mossy_stone_bricks'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:mossy_stone_brick_stairs'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:mossy_stone_bricks'}},"['###', '###']","{'count': 6, 'item': 'minecraft:mossy_stone_brick_wall'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:moss_block'}},['##'],"{'count': 3, 'item': 'minecraft:moss_carpet'}",
minecraft:crafting_shapeless,,,{'item': 'minecraft:muddy_mangrove_roots'},"[{'item': 'minecraft:mud'}, {'item': 'minecraft:mangrove_roots'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:packed_mud'}},"['##', '##']","{'count': 4, 'item': 'minecraft:mud_bricks'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:mud_bricks'}},['###'],"{'count': 6, 'item': 'minecraft:mud_brick_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:mud_bricks'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:mud_brick_stairs'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:mud_bricks'}},"['###', '###']","{'count': 6, 'item': 'minecraft:mud_brick_wall'}",
minecraft:crafting_shapeless,,,{'item': 'minecraft:mushroom_stew'},"[{'item': 'minecraft:brown_mushroom'}, {'item': 'minecraft:red_mushroom'}, {'item': 'minecraft:bowl'}]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:music_disc_5'},"[{'item': 'minecraft:disc_fragment_5'}, {'item': 'minecraft:disc_fragment_5'}, {'item': 'minecraft:disc_fragment_5'}, {'item': 'minecraft:disc_fragment_5'}, {'item': 'minecraft:disc_fragment_5'}, {'item': 'minecraft:disc_fragment_5'}, {'item': 'minecraft:disc_fragment_5'}, {'item': 'minecraft:disc_fragment_5'}, {'item': 'minecraft:disc_fragment_5'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:netherite_ingot'}},"['###', '###', '###']",{'item': 'minecraft:netherite_block'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:netherite_ingot'},"[{'item': 'minecraft:netherite_scrap'}, {'item': 'minecraft:netherite_scrap'}, {'item': 'minecraft:netherite_scrap'}, {'item': 'minecraft:netherite_scrap'}, {'item': 'minecraft:gold_ingot'}, {'item': 'minecraft:gold_ingot'}, {'item': 'minecraft:gold_ingot'}, {'item': 'minecraft:gold_ingot'}]"
minecraft:crafting_shapeless,,,"{'count': 9, 'item': 'minecraft:netherite_ingot'}",[{'item': 'minecraft:netherite_block'}]
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:diamond'}, 'C': {'item': 'minecraft:netherrack'}, 'S': {'item': 'minecraft:netherite_upgrade_smithing_template'}}","['#S#', '#C#', '###']","{'count': 2, 'item': 'minecraft:netherite_upgrade_smithing_template'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:nether_brick'}},"['##', '##']",{'item': 'minecraft:nether_bricks'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:nether_brick'}, 'W': {'item': 'minecraft:nether_bricks'}}","['W#W', 'W#W']","{'count': 6, 'item': 'minecraft:nether_brick_fence'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:nether_bricks'}},['###'],"{'count': 6, 'item': 'minecraft:nether_brick_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:nether_bricks'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:nether_brick_stairs'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:nether_bricks'}},"['###', '###']","{'count': 6, 'item': 'minecraft:nether_brick_wall'}",
minecraft:crafting_shapeless,,,{'item': 'minecraft:nether_wart_block'},"[{'item': 'minecraft:nether_wart'}, {'item': 'minecraft:nether_wart'}, {'item': 'minecraft:nether_wart'}, {'item': 'minecraft:nether_wart'}, {'item': 'minecraft:nether_wart'}, {'item': 'minecraft:nether_wart'}, {'item': 'minecraft:nether_wart'}, {'item': 'minecraft:nether_wart'}, {'item': 'minecraft:nether_wart'}]"
minecraft:crafting_shaped,"{'#': {'tag': 'minecraft:planks'}, 'X': {'item': 'minecraft:redstone'}}","['###', '#X#', '###']",{'item': 'minecraft:note_block'},
minecraft:crafting_shaped,{'#': {'item': 'minecraft:oak_planks'}},"['# #', '###']",{'item': 'minecraft:oak_boat'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:oak_button'},[{'item': 'minecraft:oak_planks'}]
minecraft:crafting_shapeless,,,{'item': 'minecraft:oak_chest_boat'},"[{'item': 'minecraft:chest'}, {'item': 'minecraft:oak_boat'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:oak_planks'}},"['##', '##', '##']","{'count': 3, 'item': 'minecraft:oak_door'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'W': {'item': 'minecraft:oak_planks'}}","['W#W', 'W#W']","{'count': 3, 'item': 'minecraft:oak_fence'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'W': {'item': 'minecraft:oak_planks'}}","['#W#', '#W#']",{'item': 'minecraft:oak_fence_gate'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stripped_oak_log'}, 'X': {'item': 'minecraft:chain'}}","['X X', '###', '###']","{'count': 6, 'item': 'minecraft:oak_hanging_sign'}",
minecraft:crafting_shapeless,,,"{'count': 4, 'item': 'minecraft:oak_planks'}",[{'tag': 'minecraft:oak_logs'}]
minecraft:crafting_shaped,{'#': {'item': 'minecraft:oak_planks'}},['##'],{'item': 'minecraft:oak_pressure_plate'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:oak_planks'}, 'X': {'item': 'minecraft:stick'}}","['###', '###', ' X ']","{'count': 3, 'item': 'minecraft:oak_sign'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:oak_planks'}},['###'],"{'count': 6, 'item': 'minecraft:oak_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:oak_planks'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:oak_stairs'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:oak_planks'}},"['###', '###']","{'count': 2, 'item': 'minecraft:oak_trapdoor'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:oak_log'}},"['##', '##']","{'count': 3, 'item': 'minecraft:oak_wood'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:cobblestone'}, 'Q': {'item': 'minecraft:quartz'}, 'R': {'item': 'minecraft:redstone'}}","['###', 'RRQ', '###']",{'item': 'minecraft:observer'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:orange_wool'}, '|': {'item': 'minecraft:stick'}}","['###', '###', ' | ']",{'item': 'minecraft:orange_banner'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:orange_wool'}, 'X': {'tag': 'minecraft:planks'}}","['###', 'XXX']",{'item': 'minecraft:orange_bed'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:orange_candle'},"[{'item': 'minecraft:candle'}, {'item': 'minecraft:orange_dye'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:orange_wool'}},['##'],"{'count': 3, 'item': 'minecraft:orange_carpet'}",
minecraft:crafting_shapeless,,,"{'count': 8, 'item': 'minecraft:orange_concrete_powder'}","[{'item': 'minecraft:orange_dye'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:orange_dye'},[{'item': 'minecraft:orange_tulip'}]
minecraft:crafting_shapeless,,,"{'count': 2, 'item': 'minecraft:orange_dye'}","[{'item': 'minecraft:red_dye'}, {'item': 'minecraft:yellow_dye'}]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:orange_dye'},[{'item': 'minecraft:torchflower'}]
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:glass'}, 'X': {'item': 'minecraft:orange_dye'}}","['###', '#X#', '###']","{'count': 8, 'item': 'minecraft:orange_stained_glass'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:orange_stained_glass'}},"['###', '###']","{'count': 16, 'item': 'minecraft:orange_stained_glass_pane'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:glass_pane'}, '$': {'item': 'minecraft:orange_dye'}}","['###', '#$#', '###']","{'count': 8, 'item': 'minecraft:orange_stained_glass_pane'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:terracotta'}, 'X': {'item': 'minecraft:orange_dye'}}","['###', '#X#', '###']","{'count': 8, 'item': 'minecraft:orange_terracotta'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:oxidized_copper'}},"['##', '##']","{'count': 4, 'item': 'minecraft:oxidized_cut_copper'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:oxidized_cut_copper'}},['###'],"{'count': 6, 'item': 'minecraft:oxidized_cut_copper_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:oxidized_cut_copper'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:oxidized_cut_copper_stairs'}",
minecraft:crafting_shapeless,,,{'item': 'minecraft:packed_ice'},"[{'item': 'minecraft:ice'}, {'item': 'minecraft:ice'}, {'item': 'minecraft:ice'}, {'item': 'minecraft:ice'}, {'item': 'minecraft:ice'}, {'item': 'minecraft:ice'}, {'item': 'minecraft:ice'}, {'item': 'minecraft:ice'}, {'item': 'minecraft:ice'}]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:packed_mud'},"[{'item': 'minecraft:mud'}, {'item': 'minecraft:wheat'}]"
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'X': {'tag': 'minecraft:wool'}}","['###', '#X#', '###']",{'item': 'minecraft:painting'},
minecraft:crafting_shaped,{'#': {'item': 'minecraft:sugar_cane'}},['###'],"{'count': 3, 'item': 'minecraft:paper'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:pink_wool'}, '|': {'item': 'minecraft:stick'}}","['###', '###', ' | ']",{'item': 'minecraft:pink_banner'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:pink_wool'}, 'X': {'tag': 'minecraft:planks'}}","['###', 'XXX']",{'item': 'minecraft:pink_bed'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:pink_candle'},"[{'item': 'minecraft:candle'}, {'item': 'minecraft:pink_dye'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:pink_wool'}},['##'],"{'count': 3, 'item': 'minecraft:pink_carpet'}",
minecraft:crafting_shapeless,,,"{'count': 8, 'item': 'minecraft:pink_concrete_powder'}","[{'item': 'minecraft:pink_dye'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}]"
minecraft:crafting_shapeless,,,"{'count': 2, 'item': 'minecraft:pink_dye'}",[{'item': 'minecraft:peony'}]
minecraft:crafting_shapeless,,,{'item': 'minecraft:pink_dye'},[{'item': 'minecraft:pink_petals'}]
minecraft:crafting_shapeless,,,{'item': 'minecraft:pink_dye'},[{'item': 'minecraft:pink_tulip'}]
minecraft:crafting_shapeless,,,"{'count': 2, 'item': 'minecraft:pink_dye'}","[{'item': 'minecraft:red_dye'}, {'item': 'minecraft:white_dye'}]"
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:glass'}, 'X': {'item': 'minecraft:pink_dye'}}","['###', '#X#', '###']","{'count': 8, 'item': 'minecraft:pink_stained_glass'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:pink_stained_glass'}},"['###', '###']","{'count': 16, 'item': 'minecraft:pink_stained_glass_pane'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:glass_pane'}, '$': {'item': 'minecraft:pink_dye'}}","['###', '#$#', '###']","{'count': 8, 'item': 'minecraft:pink_stained_glass_pane'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:terracotta'}, 'X': {'item': 'minecraft:pink_dye'}}","['###', '#X#', '###']","{'count': 8, 'item': 'minecraft:pink_terracotta'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:cobblestone'}, 'R': {'item': 'minecraft:redstone'}, 'T': {'tag': 'minecraft:planks'}, 'X': {'item': 'minecraft:iron_ingot'}}","['TTT', '#X#', '#R#']",{'item': 'minecraft:piston'},
minecraft:crafting_shaped,{'S': {'item': 'minecraft:andesite'}},"['SS', 'SS']","{'count': 4, 'item': 'minecraft:polished_andesite'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:polished_andesite'}},['###'],"{'count': 6, 'item': 'minecraft:polished_andesite_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:polished_andesite'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:polished_andesite_stairs'}",
minecraft:crafting_shaped,{'S': {'item': 'minecraft:basalt'}},"['SS', 'SS']","{'count': 4, 'item': 'minecraft:polished_basalt'}",
minecraft:crafting_shaped,{'S': {'item': 'minecraft:blackstone'}},"['SS', 'SS']","{'count': 4, 'item': 'minecraft:polished_blackstone'}",
minecraft:crafting_shaped,{'S': {'item': 'minecraft:polished_blackstone'}},"['SS', 'SS']","{'count': 4, 'item': 'minecraft:polished_blackstone_bricks'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:polished_blackstone_bricks'}},['###'],"{'count': 6, 'item': 'minecraft:polished_blackstone_brick_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:polished_blackstone_bricks'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:polished_blackstone_brick_stairs'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:polished_blackstone_bricks'}},"['###', '###']","{'count': 6, 'item': 'minecraft:polished_blackstone_brick_wall'}",
minecraft:crafting_shapeless,,,{'item': 'minecraft:polished_blackstone_button'},[{'item': 'minecraft:polished_blackstone'}]
minecraft:crafting_shaped,{'#': {'item': 'minecraft:polished_blackstone'}},['##'],{'item': 'minecraft:polished_blackstone_pressure_plate'},
minecraft:crafting_shaped,{'#': {'item': 'minecraft:polished_blackstone'}},['###'],"{'count': 6, 'item': 'minecraft:polished_blackstone_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:polished_blackstone'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:polished_blackstone_stairs'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:polished_blackstone'}},"['###', '###']","{'count': 6, 'item': 'minecraft:polished_blackstone_wall'}",
minecraft:crafting_shaped,{'S': {'item': 'minecraft:cobbled_deepslate'}},"['SS', 'SS']","{'count': 4, 'item': 'minecraft:polished_deepslate'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:polished_deepslate'}},['###'],"{'count': 6, 'item': 'minecraft:polished_deepslate_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:polished_deepslate'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:polished_deepslate_stairs'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:polished_deepslate'}},"['###', '###']","{'count': 6, 'item': 'minecraft:polished_deepslate_wall'}",
minecraft:crafting_shaped,{'S': {'item': 'minecraft:diorite'}},"['SS', 'SS']","{'count': 4, 'item': 'minecraft:polished_diorite'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:polished_diorite'}},['###'],"{'count': 6, 'item': 'minecraft:polished_diorite_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:polished_diorite'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:polished_diorite_stairs'}",
minecraft:crafting_shaped,{'S': {'item': 'minecraft:granite'}},"['SS', 'SS']","{'count': 4, 'item': 'minecraft:polished_granite'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:polished_granite'}},['###'],"{'count': 6, 'item': 'minecraft:polished_granite_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:polished_granite'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:polished_granite_stairs'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'R': {'item': 'minecraft:redstone'}, 'X': {'item': 'minecraft:gold_ingot'}}","['X X', 'X#X', 'XRX']","{'count': 6, 'item': 'minecraft:powered_rail'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:prismarine_shard'}},"['##', '##']",{'item': 'minecraft:prismarine'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:prismarine_bricks'},"[{'item': 'minecraft:prismarine_shard'}, {'item': 'minecraft:prismarine_shard'}, {'item': 'minecraft:prismarine_shard'}, {'item': 'minecraft:prismarine_shard'}, {'item': 'minecraft:prismarine_shard'}, {'item': 'minecraft:prismarine_shard'}, {'item': 'minecraft:prismarine_shard'}, {'item': 'minecraft:prismarine_shard'}, {'item': 'minecraft:prismarine_shard'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:prismarine_bricks'}},['###'],"{'count': 6, 'item': 'minecraft:prismarine_brick_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:prismarine_bricks'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:prismarine_brick_stairs'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:prismarine'}},['###'],"{'count': 6, 'item': 'minecraft:prismarine_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:prismarine'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:prismarine_stairs'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:prismarine'}},"['###', '###']","{'count': 6, 'item': 'minecraft:prismarine_wall'}",
minecraft:crafting_shapeless,,,{'item': 'minecraft:pumpkin_pie'},"[{'item': 'minecraft:pumpkin'}, {'item': 'minecraft:sugar'}, {'item': 'minecraft:egg'}]"
minecraft:crafting_shapeless,,,"{'count': 4, 'item': 'minecraft:pumpkin_seeds'}",[{'item': 'minecraft:pumpkin'}]
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:purple_wool'}, '|': {'item': 'minecraft:stick'}}","['###', '###', ' | ']",{'item': 'minecraft:purple_banner'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:purple_wool'}, 'X': {'tag': 'minecraft:planks'}}","['###', 'XXX']",{'item': 'minecraft:purple_bed'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:purple_candle'},"[{'item': 'minecraft:candle'}, {'item': 'minecraft:purple_dye'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:purple_wool'}},['##'],"{'count': 3, 'item': 'minecraft:purple_carpet'}",
minecraft:crafting_shapeless,,,"{'count': 8, 'item': 'minecraft:purple_concrete_powder'}","[{'item': 'minecraft:purple_dye'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}]"
minecraft:crafting_shapeless,,,"{'count': 2, 'item': 'minecraft:purple_dye'}","[{'item': 'minecraft:blue_dye'}, {'item': 'minecraft:red_dye'}]"
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:glass'}, 'X': {'item': 'minecraft:purple_dye'}}","['###', '#X#', '###']","{'count': 8, 'item': 'minecraft:purple_stained_glass'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:purple_stained_glass'}},"['###', '###']","{'count': 16, 'item': 'minecraft:purple_stained_glass_pane'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:glass_pane'}, '$': {'item': 'minecraft:purple_dye'}}","['###', '#$#', '###']","{'count': 8, 'item': 'minecraft:purple_stained_glass_pane'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:terracotta'}, 'X': {'item': 'minecraft:purple_dye'}}","['###', '#X#', '###']","{'count': 8, 'item': 'minecraft:purple_terracotta'}",
minecraft:crafting_shaped,{'F': {'item': 'minecraft:popped_chorus_fruit'}},"['FF', 'FF']","{'count': 4, 'item': 'minecraft:purpur_block'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:purpur_slab'}},"['#', '#']",{'item': 'minecraft:purpur_pillar'},
minecraft:crafting_shaped,"{'#': [{'item': 'minecraft:purpur_block'}, {'item': 'minecraft:purpur_pillar'}]}",['###'],"{'count': 6, 'item': 'minecraft:purpur_slab'}",
minecraft:crafting_shaped,"{'#': [{'item': 'minecraft:purpur_block'}, {'item': 'minecraft:purpur_pillar'}]}","['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:purpur_stairs'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:quartz'}},"['##', '##']",{'item': 'minecraft:quartz_block'},
minecraft:crafting_shaped,{'#': {'item': 'minecraft:quartz_block'}},"['##', '##']","{'count': 4, 'item': 'minecraft:quartz_bricks'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:quartz_block'}},"['#', '#']","{'count': 2, 'item': 'minecraft:quartz_pillar'}",
minecraft:crafting_shaped,"{'#': [{'item': 'minecraft:chiseled_quartz_block'}, {'item': 'minecraft:quartz_block'}, {'item': 'minecraft:quartz_pillar'}]}",['###'],"{'count': 6, 'item': 'minecraft:quartz_slab'}",
minecraft:crafting_shaped,"{'#': [{'item': 'minecraft:chiseled_quartz_block'}, {'item': 'minecraft:quartz_block'}, {'item': 'minecraft:quartz_pillar'}]}","['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:quartz_stairs'}",
minecraft:crafting_shapeless,,,{'item': 'minecraft:rabbit_stew'},"[{'item': 'minecraft:baked_potato'}, {'item': 'minecraft:cooked_rabbit'}, {'item': 'minecraft:bowl'}, {'item': 'minecraft:carrot'}, {'item': 'minecraft:brown_mushroom'}]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:rabbit_stew'},"[{'item': 'minecraft:baked_potato'}, {'item': 'minecraft:cooked_rabbit'}, {'item': 'minecraft:bowl'}, {'item': 'minecraft:carrot'}, {'item': 'minecraft:red_mushroom'}]"
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'X': {'item': 'minecraft:iron_ingot'}}","['X X', 'X#X', 'X X']","{'count': 16, 'item': 'minecraft:rail'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:diamond'}, 'C': {'item': 'minecraft:terracotta'}, 'S': {'item': 'minecraft:raiser_armor_trim_smithing_template'}}","['#S#', '#C#', '###']","{'count': 2, 'item': 'minecraft:raiser_armor_trim_smithing_template'}",
minecraft:crafting_shapeless,,,"{'count': 9, 'item': 'minecraft:raw_copper'}",[{'item': 'minecraft:raw_copper_block'}]
minecraft:crafting_shaped,{'#': {'item': 'minecraft:raw_copper'}},"['###', '###', '###']",{'item': 'minecraft:raw_copper_block'},
minecraft:crafting_shapeless,,,"{'count': 9, 'item': 'minecraft:raw_gold'}",[{'item': 'minecraft:raw_gold_block'}]
minecraft:crafting_shaped,{'#': {'item': 'minecraft:raw_gold'}},"['###', '###', '###']",{'item': 'minecraft:raw_gold_block'},
minecraft:crafting_shapeless,,,"{'count': 9, 'item': 'minecraft:raw_iron'}",[{'item': 'minecraft:raw_iron_block'}]
minecraft:crafting_shaped,{'#': {'item': 'minecraft:raw_iron'}},"['###', '###', '###']",{'item': 'minecraft:raw_iron_block'},
minecraft:crafting_shaped,"{'C': {'item': 'minecraft:compass'}, 'S': {'item': 'minecraft:echo_shard'}}","['SSS', 'SCS', 'SSS']",{'item': 'minecraft:recovery_compass'},
minecraft:crafting_shapeless,,,"{'count': 9, 'item': 'minecraft:redstone'}",[{'item': 'minecraft:redstone_block'}]
minecraft:crafting_shaped,{'#': {'item': 'minecraft:redstone'}},"['###', '###', '###']",{'item': 'minecraft:redstone_block'},
minecraft:crafting_shaped,"{'G': {'item': 'minecraft:glowstone'}, 'R': {'item': 'minecraft:redstone'}}","[' R ', 'RGR', ' R ']",{'item': 'minecraft:redstone_lamp'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'X': {'item': 'minecraft:redstone'}}","['X', '#']",{'item': 'minecraft:redstone_torch'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:red_wool'}, '|': {'item': 'minecraft:stick'}}","['###', '###', ' | ']",{'item': 'minecraft:red_banner'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:red_wool'}, 'X': {'tag': 'minecraft:planks'}}","['###', 'XXX']",{'item': 'minecraft:red_bed'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:red_candle'},"[{'item': 'minecraft:candle'}, {'item': 'minecraft:red_dye'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:red_wool'}},['##'],"{'count': 3, 'item': 'minecraft:red_carpet'}",
minecraft:crafting_shapeless,,,"{'count': 8, 'item': 'minecraft:red_concrete_powder'}","[{'item': 'minecraft:red_dye'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:red_dye'},[{'item': 'minecraft:beetroot'}]
minecraft:crafting_shapeless,,,{'item': 'minecraft:red_dye'},[{'item': 'minecraft:poppy'}]
minecraft:crafting_shapeless,,,"{'count': 2, 'item': 'minecraft:red_dye'}",[{'item': 'minecraft:rose_bush'}]
minecraft:crafting_shapeless,,,{'item': 'minecraft:red_dye'},[{'item': 'minecraft:red_tulip'}]
minecraft:crafting_shaped,"{'N': {'item': 'minecraft:nether_brick'}, 'W': {'item': 'minecraft:nether_wart'}}","['NW', 'WN']",{'item': 'minecraft:red_nether_bricks'},
minecraft:crafting_shaped,{'#': {'item': 'minecraft:red_nether_bricks'}},['###'],"{'count': 6, 'item': 'minecraft:red_nether_brick_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:red_nether_bricks'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:red_nether_brick_stairs'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:red_nether_bricks'}},"['###', '###']","{'count': 6, 'item': 'minecraft:red_nether_brick_wall'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:red_sand'}},"['##', '##']",{'item': 'minecraft:red_sandstone'},
minecraft:crafting_shaped,"{'#': [{'item': 'minecraft:red_sandstone'}, {'item': 'minecraft:chiseled_red_sandstone'}]}",['###'],"{'count': 6, 'item': 'minecraft:red_sandstone_slab'}",
minecraft:crafting_shaped,"{'#': [{'item': 'minecraft:red_sandstone'}, {'item': 'minecraft:chiseled_red_sandstone'}, {'item': 'minecraft:cut_red_sandstone'}]}","['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:red_sandstone_stairs'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:red_sandstone'}},"['###', '###']","{'count': 6, 'item': 'minecraft:red_sandstone_wall'}",
